actors,director,movie_name
Kyu-jung Lee,Park Chan-wook,The Handmaiden
Si-eun Kim,Park Chan-wook,The Handmaiden
Si-yeon Ha,Park Chan-wook,The Handmaiden
Rina Takagi,Park Chan-wook,The Handmaiden
Geun-hee Won,Park Chan-wook,The Handmaiden
Jong-Dae Kim,Park Chan-wook,The Handmaiden
Han-sun Jang,Park Chan-wook,The Handmaiden
Eun-yeong Kim,Park Chan-wook,The Handmaiden
Ri-woo Kim,Park Chan-wook,The Handmaiden
Ri-woo Kim,Park Chan-wook,The Handmaiden
Jean-Pierre Léaud,François Truffaut,The 400 Blows
Albert Rémy,François Truffaut,The 400 Blows
Claire Maurier,François Truffaut,The 400 Blows
Guy Decomble,François Truffaut,The 400 Blows
Georges Flamant,François Truffaut,The 400 Blows
Patrick Auffay,François Truffaut,The 400 Blows
Daniel Couturier,François Truffaut,The 400 Blows
François Nocher,François Truffaut,The 400 Blows
Richard Kanayan,François Truffaut,The 400 Blows
Renaud Fontanarosa,François Truffaut,The 400 Blows
Michel Girard,François Truffaut,The 400 Blows
Serge Moati,François Truffaut,The 400 Blows
Bernard Abbou,François Truffaut,The 400 Blows
Jean-François Bergouignan,François Truffaut,The 400 Blows
Michel Lesignor,François Truffaut,The 400 Blows
Luc Andrieux,François Truffaut,The 400 Blows
Robert Beauvais,François Truffaut,The 400 Blows
Bouchon,François Truffaut,The 400 Blows
Bouchon,François Truffaut,The 400 Blows
Julie Andrews,Robert Wise,The Sound of Music
Christopher Plummer,Robert Wise,The Sound of Music
Eleanor Parker,Robert Wise,The Sound of Music
Richard Haydn,Robert Wise,The Sound of Music
Peggy Wood,Robert Wise,The Sound of Music
Charmian Carr,Robert Wise,The Sound of Music
Heather Menzies-Urich,Robert Wise,The Sound of Music
Nicholas Hammond,Robert Wise,The Sound of Music
Duane Chase,Robert Wise,The Sound of Music
Angela Cartwright,Robert Wise,The Sound of Music
Debbie Turner,Robert Wise,The Sound of Music
Kym Karath,Robert Wise,The Sound of Music
Anna Lee,Robert Wise,The Sound of Music
Portia Nelson,Robert Wise,The Sound of Music
Ben Wright,Robert Wise,The Sound of Music
Daniel Truhitte,Robert Wise,The Sound of Music
Norma Varden,Robert Wise,The Sound of Music
Gilchrist Stuart,Robert Wise,The Sound of Music
Gilchrist Stuart,Robert Wise,The Sound of Music
Clark Gable,Frank Capra,It Happened One Night
Claudette Colbert,Frank Capra,It Happened One Night
Walter Connolly,Frank Capra,It Happened One Night
Roscoe Karns,Frank Capra,It Happened One Night
Jameson Thomas,Frank Capra,It Happened One Night
Alan Hale,Frank Capra,It Happened One Night
Arthur Hoyt,Frank Capra,It Happened One Night
Blanche Friderici,Frank Capra,It Happened One Night
Charles C. Wilson,Frank Capra,It Happened One Night
Ernie Adams,Frank Capra,It Happened One Night
Jessie Arnold,Frank Capra,It Happened One Night
Irving Bacon,Frank Capra,It Happened One Night
William Bailey,Frank Capra,It Happened One Night
William Begg,Frank Capra,It Happened One Night
William A. Boardway,Frank Capra,It Happened One Night
Ward Bond,Frank Capra,It Happened One Night
Harry C. Bradley,Frank Capra,It Happened One Night
George P. Breakston,Frank Capra,It Happened One Night
George P. Breakston,Frank Capra,It Happened One Night
Bibi Andersson,Ingmar Bergman,Persona
Liv Ullmann,Ingmar Bergman,Persona
Margaretha Krook,Ingmar Bergman,Persona
Gunnar Björnstrand,Ingmar Bergman,Persona
Jörgen Lindström,Ingmar Bergman,Persona
Jörgen Lindström,Ingmar Bergman,Persona
Graham Chapman,Terry Jones,Life of Brian
John Cleese,Terry Jones,Life of Brian
Michael Palin,Terry Jones,Life of Brian
Terry Gilliam,Terry Jones,Life of Brian
Eric Idle,Terry Jones,Life of Brian
Terry Jones,Terry Jones,Life of Brian
Terence Bayler,Terry Jones,Life of Brian
Carol Cleveland,Terry Jones,Life of Brian
Kenneth Colley,Terry Jones,Life of Brian
Neil Innes,Terry Jones,Life of Brian
Charles McKeown,Terry Jones,Life of Brian
John Young,Terry Jones,Life of Brian
Gwen Taylor,Terry Jones,Life of Brian
Sue Jones-Davies,Terry Jones,Life of Brian
Peter Brett,Terry Jones,Life of Brian
John Case,Terry Jones,Life of Brian
Chris Langham,Terry Jones,Life of Brian
Andrew MacLachlan,Terry Jones,Life of Brian
Andrew MacLachlan,Terry Jones,Life of Brian
Eli Marienthal,Brad Bird,The Iron Giant
Harry Connick Jr.,Brad Bird,The Iron Giant
Jennifer Aniston,Brad Bird,The Iron Giant
